time,TSI
1949-07-15,1361.4705
1949-08-15,1361.1123
1949-09-15,1361.3372
1949-10-15,1361.4119
1949-11-15,1361.3105
1949-12-15,1361.611
1950-01-15,1361.4272
1950-02-15,1360.9884
1950-03-15,1361.3715
1950-04-15,1360.6473
1950-05-15,1361.178
1950-06-15,1361.248
1950-07-15,1361.1128
1950-08-15,1361.0787
1950-09-15,1361.2542
1950-10-15,1361.1411
1950-11-15,1360.9414
1950-12-15,1361.0018
1951-01-15,1360.807
1951-02-15,1361.0625
1951-03-15,1360.9978
1951-04-15,1360.6427
1951-05-15,1360.1709
1951-06-15,1360.2627
1951-07-15,1361.1392
1951-08-15,1361.1224
1951-09-15,1361.0249
1951-10-15,1361.0039
1951-11-15,1361.098
1951-12-15,1360.873
1952-01-15,1360.8774
1952-02-15,1360.7963
1952-03-15,1360.8236
1952-04-15,1360.7925
1952-05-15,1360.9073
1952-06-15,1360.9293
1952-07-15,1360.8221
1952-08-15,1360.902
1952-09-15,1360.9069
1952-10-15,1360.7372
1952-11-15,1360.6333
1952-12-15,1360.7377
1953-01-15,1360.7219
1953-02-15,1360.7974
1953-03-15,1360.7286
1953-04-15,1360.5734
1953-05-15,1360.7152
1953-06-15,1360.6467
1953-07-15,1360.6938
1953-08-15,1360.6178
1953-09-15,1360.71
1953-10-15,1360.718
1953-11-15,1360.7057
1953-12-15,1360.7035
1954-01-15,1360.6978
1954-02-15,1360.6865
1954-03-15,1360.6019
1954-04-15,1360.7036
1954-05-15,1360.6816
1954-06-15,1360.6687
1954-07-15,1360.6752
1954-08-15,1360.7115
1954-09-15,1360.7015
1954-10-15,1360.8026
1954-11-15,1360.7477
1954-12-15,1360.732
1955-01-15,1360.7366
1955-02-15,1360.795
1955-03-15,1360.8119
1955-04-15,1360.7893
1955-05-15,1360.7714
1955-06-15,1360.7766
1955-07-15,1361.028
1955-08-15,1360.7094
1955-09-15,1361.0045
1955-10-15,1360.8878
1955-11-15,1360.986
1955-12-15,1361.2693
1956-01-15,1360.9841
1956-02-15,1360.5812
1956-03-15,1361.2961
1956-04-15,1361.8296
1956-05-15,1361.0901
1956-06-15,1361.3651
1956-07-15,1361.3561
1956-08-15,1361.3647
1956-09-15,1362.0768
1956-10-15,1361.8954
1956-11-15,1361.5077
1956-12-15,1361.6912
1957-01-15,1362.3287
1957-02-15,1362.16
1957-03-15,1361.8956
1957-04-15,1361.9156
1957-05-15,1362.0538
1957-06-15,1361.2302
1957-07-15,1361.7758
1957-08-15,1362.1826
1957-09-15,1361.268
1957-10-15,1361.7388
1957-11-15,1362.7936
1957-12-15,1361.9387
1958-01-15,1362.0875
1958-02-15,1362.0094
1958-03-15,1361.0325
1958-04-15,1361.8477
1958-05-15,1362.0693
1958-06-15,1362.0782
1958-07-15,1361.6823
1958-08-15,1361.9207
1958-09-15,1362.0382
1958-10-15,1361.989
1958-11-15,1362.0741
1958-12-15,1361.5366
1959-01-15,1361.3588
1959-02-15,1361.9756
1959-03-15,1361.3911
1959-04-15,1361.715
1959-05-15,1361.7426
1959-06-15,1361.5977
1959-07-15,1361.8077
1959-08-15,1361.1946
1959-09-15,1361.6395
1959-10-15,1361.5984
1959-11-15,1361.3689
1959-12-15,1361.3888
1960-01-15,1361.4828
1960-02-15,1361.5375
1960-03-15,1361.626
1960-04-15,1361.2819
1960-05-15,1361.333
1960-06-15,1361.5585
1960-07-15,1361.3417
1960-08-15,1361.3773
1960-09-15,1361.5889
1960-10-15,1361.4376
1960-11-15,1361.2288
1960-12-15,1361.3411
1961-01-15,1361.2408
1961-02-15,1361.1345
1961-03-15,1361.0443
1961-04-15,1360.927
1961-05-15,1361.0105
1961-06-15,1360.8237
1961-07-15,1360.937
1961-08-15,1361.2267
1961-09-15,1360.7797
1961-10-15,1361.0248
1961-11-15,1360.8892
1961-12-15,1360.9058
1962-01-15,1360.7594
1962-02-15,1360.6744
1962-03-15,1360.9565
1962-04-15,1360.8495
1962-05-15,1360.8364
1962-06-15,1360.9276
1962-07-15,1360.7959
1962-08-15,1360.7611
1962-09-15,1360.6355
1962-10-15,1360.8031
1962-11-15,1360.7604
1962-12-15,1360.8048
1963-01-15,1360.7123
1963-02-15,1360.795
1963-03-15,1360.7756
1963-04-15,1360.6726
1963-05-15,1360.7058
1963-06-15,1360.7623
1963-07-15,1360.7552
1963-08-15,1360.7207
1963-09-15,1360.5743
1963-10-15,1360.696
1963-11-15,1360.8423
1963-12-15,1360.7822
1964-01-15,1360.7113
1964-02-15,1360.7382
1964-03-15,1360.7146
1964-04-15,1360.7773
1964-05-15,1360.7101
1964-06-15,1360.7301
1964-07-15,1360.6963
1964-08-15,1360.7075
1964-09-15,1360.7083
1964-10-15,1360.7499
1964-11-15,1360.7346
1964-12-15,1360.7552
1965-01-15,1360.7174
1965-02-15,1360.7338
1965-03-15,1360.751
1965-04-15,1360.768
1965-05-15,1360.7628
1965-06-15,1360.8342
1965-07-15,1360.8232
1965-08-15,1360.8315
1965-09-15,1360.75
1965-10-15,1360.8021
1965-11-15,1360.7593
1965-12-15,1360.7518
1966-01-15,1360.8312
1966-02-15,1360.8698
1966-03-15,1360.7799
1966-04-15,1360.7611
1966-05-15,1361.1248
1966-06-15,1361.082
1966-07-15,1360.998
1966-08-15,1361.188
1966-09-15,1360.9375
1966-10-15,1361.1185
1966-11-15,1361.1758
1966-12-15,1361.1434
1967-01-15,1360.9382
1967-02-15,1361.2833
1967-03-15,1361.0394
1967-04-15,1361.6034
1967-05-15,1360.9913
1967-06-15,1361.2465
1967-07-15,1361.1078
1967-08-15,1361.1702
1967-09-15,1361.5046
1967-10-15,1361.3713
1967-11-15,1361.232
1967-12-15,1361.2166
1968-01-15,1361.3647
1968-02-15,1361.4805
1968-03-15,1361.4723
1968-04-15,1361.4794
1968-05-15,1361.146
1968-06-15,1361.1228
1968-07-15,1361.3191
1968-08-15,1361.1935
1968-09-15,1361.329
1968-10-15,1361.2723
1968-11-15,1361.4011
1968-12-15,1361.0793
1969-01-15,1361.2733
1969-02-15,1361.4685
1969-03-15,1361.3342
1969-04-15,1361.3754
1969-05-15,1361.6035
1969-06-15,1361.1582
1969-07-15,1361.535
1969-08-15,1361.3035
1969-09-15,1361.5988
1969-10-15,1361.2806
1969-11-15,1361.1715
1969-12-15,1361.4246
1970-01-15,1361.3564
1970-02-15,1361.0906
1970-03-15,1361.6412
1970-04-15,1361.3488
1970-05-15,1361.2384
1970-06-15,1361.541
1970-07-15,1361.3289
1970-08-15,1361.3031
1970-09-15,1361.3357
1970-10-15,1361.39
1970-11-15,1361.367
1970-12-15,1361.5448
1971-01-15,1361.0681
1971-02-15,1361.0793
1971-03-15,1361.3342
1971-04-15,1361.0906
1971-05-15,1361.0684
1971-06-15,1361.1431
1971-07-15,1360.9154
1971-08-15,1360.8877
1971-09-15,1361.0907
1971-10-15,1360.8435
1971-11-15,1360.9928
1971-12-15,1360.9749
1972-01-15,1361.2617
1972-02-15,1361.0212
1972-03-15,1361.0645
1972-04-15,1361.412
1972-05-15,1360.9113
1972-06-15,1361.1292
1972-07-15,1361.2479
1972-08-15,1361.1073
1972-09-15,1361.2787
1972-10-15,1360.9038
1972-11-15,1361.0259
1972-12-15,1360.8479
1973-01-15,1360.994
1973-02-15,1360.9895
1973-03-15,1360.7843
1973-04-15,1360.8876
1973-05-15,1360.9967
1973-06-15,1360.9302
1973-07-15,1360.8513
1973-08-15,1360.8484
1973-09-15,1360.68
1973-10-15,1360.8424
1973-11-15,1360.7823
1973-12-15,1360.7969
1974-01-15,1360.7686
1974-02-15,1360.7317
1974-03-15,1360.8467
1974-04-15,1360.6935
1974-05-15,1360.8977
1974-06-15,1360.935
1974-07-15,1360.6202
1974-08-15,1360.8031
1974-09-15,1360.7002
1974-10-15,1360.696
1974-11-15,1360.8519
1974-12-15,1360.7059
1975-01-15,1360.6595
1975-02-15,1360.6442
1975-03-15,1360.713
1975-04-15,1360.7974
1975-05-15,1360.7874
1975-06-15,1360.7035
1975-07-15,1360.6542
1975-08-15,1360.5084
1975-09-15,1360.8387
1975-10-15,1360.7734
1975-11-15,1360.7692
1975-12-15,1360.7375
1976-01-15,1360.7097
1976-02-15,1360.7097
1976-03-15,1360.575
1976-04-15,1360.6335
1976-05-15,1360.7585
1976-06-15,1360.7054
1976-07-15,1360.6794
1976-08-15,1360.6663
1976-09-15,1360.7227
1976-10-15,1360.7924
1976-11-15,1360.7128
1976-12-15,1360.6708
1977-01-15,1360.7567
1977-02-15,1360.8641
1977-03-15,1360.7533
1977-04-15,1360.8164
1977-05-15,1360.9084
1977-06-15,1360.7106
1977-07-15,1360.8987
1977-08-15,1360.9343
1977-09-15,1360.6644
1977-10-15,1360.9042
1977-11-15,1361.2931
1977-12-15,1361.1769
1978-01-15,1361.2692
1978-02-15,1360.8037
1978-03-15,1361.1088
1978-04-15,1361.0685
1978-05-15,1361.238
1978-06-15,1361.4176
1978-07-15,1361.4482
1978-08-15,1361.544
1978-09-15,1361.1171
1978-10-15,1361.5396
1978-11-15,1361.2814
1978-12-15,1360.7186
1979-01-15,1361.3132
1979-02-15,1361.7262
1979-03-15,1362.176
1979-04-15,1361.6512
1979-05-15,1361.7659
1979-06-15,1361.0294
1979-07-15,1361.5511
1979-08-15,1361.5234
1979-09-15,1361.5052
1979-10-15,1361.5449
1979-11-15,1361.464
1979-12-15,1361.9548
1980-01-15,1361.9052
1980-02-15,1361.6334
1980-03-15,1362.0703
1980-04-15,1361.2672
1980-05-15,1361.4225
1980-06-15,1361.7952
1980-07-15,1361.7139
1980-08-15,1361.7141
1980-09-15,1361.5869
1980-10-15,1361.5398
1980-11-15,1360.9973
1980-12-15,1362.0009
1981-01-15,1362.0991
1981-02-15,1361.5665
1981-03-15,1361.7671
1981-04-15,1362.1215
1981-05-15,1361.7181
1981-06-15,1361.5795
1981-07-15,1360.7166
1981-08-15,1362.146
1981-09-15,1361.7288
1981-10-15,1361.4176
1981-11-15,1361.7509
1981-12-15,1361.5913
1982-01-15,1361.8811
1982-02-15,1360.7487
1982-03-15,1360.7645
1982-04-15,1361.4247
1982-05-15,1361.3691
1982-06-15,1360.4587
1982-07-15,1361.1149
1982-08-15,1361.194
1982-09-15,1361.4766
1982-10-15,1361.6351
1982-11-15,1361.4093
1982-12-15,1361.2444
1983-01-15,1361.4165
1983-02-15,1361.252
1983-03-15,1361.2322
1983-04-15,1361.1964
1983-05-15,1361.0872
1983-06-15,1361.0797
1983-07-15,1361.2935
1983-08-15,1361.4636
1983-09-15,1361.2726
1983-10-15,1361.0476
1983-11-15,1361.1465
1983-12-15,1361.0757
1984-01-15,1360.2966
1984-02-15,1360.5612
1984-03-15,1361.1793
1984-04-15,1360.4417
1984-05-15,1360.7131
1984-06-15,1361.1097
1984-07-15,1361.1514
1984-08-15,1361.0098
1984-09-15,1360.9025
1984-10-15,1360.756
1984-11-15,1360.6188
1984-12-15,1360.727
1985-01-15,1360.6156
1985-02-15,1360.6841
1985-03-15,1360.6444
1985-04-15,1360.5092
1985-05-15,1360.6123
1985-06-15,1360.6754
1985-07-15,1360.6335
1985-08-15,1360.7659
1985-09-15,1360.6533
1985-10-15,1360.5449
1985-11-15,1360.6086
1985-12-15,1360.6523
1986-01-15,1360.6655
1986-02-15,1360.5409
1986-03-15,1360.6876
1986-04-15,1360.6514
1986-05-15,1360.7267
1986-06-15,1360.6472
1986-07-15,1360.6293
1986-08-15,1360.5763
1986-09-15,1360.584
1986-10-15,1360.6118
1986-11-15,1360.7073
1986-12-15,1360.664
1987-01-15,1360.6503
1987-02-15,1360.6436
1987-03-15,1360.6465
1987-04-15,1360.5795
1987-05-15,1360.7228
1987-06-15,1360.8556
1987-07-15,1360.8645
1987-08-15,1360.7577
1987-09-15,1360.8497
1987-10-15,1360.8201
1987-11-15,1360.9885
1987-12-15,1361.0061
1988-01-15,1361.0674
1988-02-15,1361.1388
1988-03-15,1360.9242
1988-04-15,1361.0385
1988-05-15,1361.3557
1988-06-15,1360.9666
1988-07-15,1360.726
1988-08-15,1361.1077
1988-09-15,1361.4956
1988-10-15,1361.1785
1988-11-15,1361.2671
1988-12-15,1361.179
1989-01-15,1361.4236
1989-02-15,1361.6213
1989-03-15,1361.3666
1989-04-15,1361.6127
1989-05-15,1361.8258
1989-06-15,1361.2301
1989-07-15,1362.1833
1989-08-15,1361.4825
1989-09-15,1361.1927
1989-10-15,1362.029
1989-11-15,1361.8434
1989-12-15,1361.8848
1990-01-15,1361.8997
1990-02-15,1361.6729
1990-03-15,1361.674
1990-04-15,1361.9521
1990-05-15,1361.5482
1990-06-15,1361.8507
1990-07-15,1361.4392
1990-08-15,1361.0399
1990-09-15,1361.864
1990-10-15,1361.6252
1990-11-15,1360.7467
1990-12-15,1361.3315
1991-01-15,1360.9386
1991-02-15,1361.2897
1991-03-15,1362.2479
1991-04-15,1362.175
1991-05-15,1361.41
1991-06-15,1361.4
1991-07-15,1361.6564
1991-08-15,1361.5852
1991-09-15,1361.9686
1991-10-15,1361.0631
1991-11-15,1361.6659
1991-12-15,1360.8275
1992-01-15,1361.5365
1992-02-15,1361.4775
1992-03-15,1361.9047
1992-04-15,1361.6562
1992-05-15,1361.4896
1992-06-15,1361.3319
1992-07-15,1361.0231
1992-08-15,1360.9764
1992-09-15,1361.1549
1992-10-15,1360.8378
1992-11-15,1361.025
1992-12-15,1361.2943
1993-01-15,1361.2584
1993-02-15,1360.7188
1993-03-15,1361.1415
1993-04-15,1361.1101
1993-05-15,1361.0826
1993-06-15,1361.103
1993-07-15,1360.996
1993-08-15,1360.9976
1993-09-15,1360.8448
1993-10-15,1360.6003
1993-11-15,1360.6362
1993-12-15,1360.7996
1994-01-15,1360.545
1994-02-15,1360.9384
1994-03-15,1360.9857
1994-04-15,1360.8174
1994-05-15,1360.7394
1994-06-15,1360.7512
1994-07-15,1360.7045
1994-08-15,1360.7076
1994-09-15,1360.5728
1994-10-15,1360.6627
1994-11-15,1360.7866
1994-12-15,1360.7091
1995-01-15,1360.7734
1995-02-15,1360.8588
1995-03-15,1360.7129
1995-04-15,1360.6755
1995-05-15,1360.6819
1995-06-15,1360.73
1995-07-15,1360.7288
1995-08-15,1360.77
1995-09-15,1360.7502
1995-10-15,1360.6771
1995-11-15,1360.7286
1995-12-15,1360.7045
1996-01-15,1360.6998
1996-02-15,1360.6797
1996-03-15,1360.6174
1996-04-15,1360.648
1996-05-15,1360.667
1996-06-15,1360.6694
1996-07-15,1360.6621
1996-08-15,1360.6825
1996-09-15,1360.7428
1996-10-15,1360.692
1996-11-15,1360.5602
1996-12-15,1360.7916
1997-01-15,1360.7539
1997-02-15,1360.7556
1997-03-15,1360.7583
1997-04-15,1360.7457
1997-05-15,1360.7794
1997-06-15,1360.7667
1997-07-15,1360.7948
1997-08-15,1360.8488
1997-09-15,1360.6615
1997-10-15,1361.0148
1997-11-15,1360.8894
1997-12-15,1360.9073
1998-01-15,1361.0458
1998-02-15,1360.9473
1998-03-15,1360.8357
1998-04-15,1361.1619
1998-05-15,1361.0714
1998-06-15,1361.1018
1998-07-15,1361.3411
1998-08-15,1361.1539
1998-09-15,1361.1093
1998-10-15,1361.492
1998-11-15,1361.348
1998-12-15,1361.4806
1999-01-15,1361.6936
1999-02-15,1361.4055
1999-03-15,1361.4484
1999-04-15,1361.3586
1999-05-15,1361.5295
1999-06-15,1361.4164
1999-07-15,1361.5408
1999-08-15,1361.5853
1999-09-15,1361.7041
1999-10-15,1361.2266
1999-11-15,1361.3662
1999-12-15,1361.4755
2000-01-15,1361.7738
2000-02-15,1361.5962
2000-03-15,1361.3855
2000-04-15,1361.632
2000-05-15,1361.2756
2000-06-15,1361.3873
2000-07-15,1361.5089
2000-08-15,1362.0221
2000-09-15,1361.4141
2000-10-15,1362.0306
2000-11-15,1361.8883
2000-12-15,1361.9944
2001-01-15,1361.8099
2001-02-15,1361.8375
2001-03-15,1361.3738
2001-04-15,1361.3326
2001-05-15,1361.5892
2001-06-15,1361.4883
2001-07-15,1361.7175
2001-08-15,1361.4205
2001-09-15,1361.1554
2001-10-15,1361.7798
2001-11-15,1361.4297
2001-12-15,1361.8873
2002-01-15,1362.4297
2002-02-15,1362.2576
2002-03-15,1362.049
2002-04-15,1361.5204
2002-05-15,1361.5677
2002-06-15,1361.634
2002-07-15,1361.0063
2002-08-15,1361.1932
2002-09-15,1361.3519
2002-10-15,1361.4625
2002-11-15,1361.3685
2002-12-15,1361.7965
2003-01-15,1361.628
2003-02-15,1361.5869
2003-03-15,1361.1268
2003-04-15,1361.1101
2003-05-15,1361.0767
2003-06-15,1360.9536
2003-07-15,1361.0983
2003-08-15,1361.1713
2003-09-15,1361.2845
2003-10-15,1360.3068
2003-11-15,1361.0566
2003-12-15,1361.1805
2004-01-15,1360.9907
2004-02-15,1360.9911
2004-03-15,1361.0199
2004-04-15,1361.0621
2004-05-15,1360.8956
2004-06-15,1360.9321
2004-07-15,1360.5267
2004-08-15,1360.7053
2004-09-15,1360.982
2004-10-15,1360.9662
2004-11-15,1360.8821
2004-12-15,1361.0719
2005-01-15,1360.6165
2005-02-15,1360.7959
2005-03-15,1360.7454
2005-04-15,1360.7238
2005-05-15,1360.6552
2005-06-15,1360.6353
2005-07-15,1360.6967
2005-08-15,1360.7808
2005-09-15,1360.6417
2005-10-15,1360.7758
2005-11-15,1360.6218
2005-12-15,1360.7203
2006-01-15,1360.7727
2006-02-15,1360.7402
2006-03-15,1360.6765
2006-04-15,1360.6505
2006-05-15,1360.8419
2006-06-15,1360.7144
2006-07-15,1360.6788
2006-08-15,1360.5441
2006-09-15,1360.7217
2006-10-15,1360.7365
2006-11-15,1360.5258
2006-12-15,1360.5547
2007-01-15,1360.5342
2007-02-15,1360.5902
2007-03-15,1360.6597
2007-04-15,1360.5945
2007-05-15,1360.5669
2007-06-15,1360.6477
2007-07-15,1360.6068
2007-08-15,1360.655
2007-09-15,1360.601
2007-10-15,1360.6001
2007-11-15,1360.5905
2007-12-15,1360.599
2008-01-15,1360.6866
2008-02-15,1360.6349
2008-03-15,1360.5739
2008-04-15,1360.6603
2008-05-15,1360.6438
2008-06-15,1360.5978
2008-07-15,1360.5973
2008-08-15,1360.5857
2008-09-15,1360.5774
2008-10-15,1360.5992
2008-11-15,1360.5929
2008-12-15,1360.5691
2009-01-15,1360.5565
2009-02-15,1360.5823
2009-03-15,1360.5918
2009-04-15,1360.5817
2009-05-15,1360.6399
2009-06-15,1360.6189
2009-07-15,1360.5868
2009-08-15,1360.5853
2009-09-15,1360.587
2009-10-15,1360.5995
2009-11-15,1360.6757
2009-12-15,1360.6722
2010-01-15,1360.6945
2010-02-15,1360.8015
2010-03-15,1360.764
2010-04-15,1360.829
2010-05-15,1360.803
2010-06-15,1360.7559
2010-07-15,1360.862
2010-08-15,1360.8157
2010-09-15,1360.8075
2010-10-15,1360.7094
2010-11-15,1360.8159
2010-12-15,1360.7705
2011-01-15,1360.789
2011-02-15,1360.8192
2011-03-15,1360.8187
2011-04-15,1361.1881
2011-05-15,1361.174
2011-06-15,1361.079
2011-07-15,1361.0414
2011-08-15,1360.9813
2011-09-15,1361.0048
2011-10-15,1361.1617
2011-11-15,1361.2837
2011-12-15,1361.4719
2012-01-15,1361.2632
2012-02-15,1361.2391
2012-03-15,1361.0123
2012-04-15,1361.1304
2012-05-15,1361.0492
2012-06-15,1361.1898
2012-07-15,1360.9583
2012-08-15,1361.3204
2012-09-15,1361.4584
2012-10-15,1361.2479
2012-11-15,1361.2307
2012-12-15,1361.222
2013-01-15,1361.1573
2013-02-15,1361.2032
2013-03-15,1361.2509
2013-04-15,1361.0898
2013-05-15,1361.3265
2013-06-15,1361.3168
2013-07-15,1361.3564
2013-08-15,1361.4205
2013-09-15,1361.3923
2013-10-15,1361.0896
2013-11-15,1361.0927
2013-12-15,1361.4492
2014-01-15,1361.2739
2014-02-15,1361.0092
2014-03-15,1361.7689
2014-04-15,1361.4873
2014-05-15,1361.3778
2014-06-15,1361.2429
2014-07-15,1361.2742
2014-08-15,1361.4856
2014-09-15,1361.5115
2014-10-15,1361.1422
2014-11-15,1361.5526
2014-12-15,1361.4802
2015-01-15,1361.5237
2015-02-15,1361.9071
2015-03-15,1361.7067
2015-04-15,1361.7034
2015-05-15,1361.4849
2015-06-15,1361.2863
2015-07-15,1361.4124
2015-08-15,1361.0853
2015-09-15,1361.0461
2015-10-15,1361.2382
2015-11-15,1361.3434
2015-12-15,1361.2198
2016-01-15,1361.201
2016-02-15,1361.227
2016-03-15,1361.0707
2016-04-15,1360.7959
2016-05-15,1360.9359
2016-06-15,1360.9906
2016-07-15,1360.9083
2016-08-15,1360.9192
2016-09-15,1360.9156
2016-10-15,1360.8604
2016-11-15,1360.8615
2016-12-15,1360.7462
